Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail,Веб-сайт 1,Веб-сайт 2,Instagram,Facebook,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL,Тип
Laserist,салон аппаратной косметологии,Косметолог,"проезд Мукана Наурызалиева, 15",,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.9,117,87058238367,,,,,,https://instagram.com/laserist_atyrau,,https://wa.me/77058238367,,,,,,,47.093081,51.901494,https://2gis.com/firm/70000001063931286,branch
Umai,студия красоты,Парикмахерские; Ногтевые студии; Визажисты; Оформление бровей и ресниц,"проспект Абулхайр-хана, 63 блок 2",,,Нурсая м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,4.9,145,87028900636,,,,,,https://instagram.com/umai_beautyspace,,https://wa.me/77028900636,,,,,,,47.10792,51.863767,https://2gis.com/firm/70000001066672719,branch
Беатрис,салон красоты,Парикмахерские; Ногтевые студии; SPA-процедуры; Студии загара; Визажисты; Массажист; Оформление бровей и ресниц,"улица Жубана Молдагалиева, 30",1 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи: пн-вс),+05:00,4.6,122,87783590048,87757310846,,,http://arn.su/7Kz,,https://instagram.com/beatris_centerkrasoty,,https://wa.me/77783590048,https://wa.me/77757310846,,,,,,47.091974,51.915686,https://2gis.com/firm/70000001034947642,branch
Dandy barbershop,,Барбершопы,"улица Абая, 18а",1 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.3,159,87782009001,,,,http://zapis.kz/dandy/,,https://instagram.com/dandy.atyrau,,https://wa.me/77782009001,,,,,,,47.105281,51.930964,https://2gis.com/firm/70000001035053902,branch
Glambeauty ,салон красоты,Парикмахерские; Ногтевые студии; Оформление бровей и ресниц; Эпиляция; Визажисты,"улица Абая, 26/1",,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 07:00-21:00; Вт: 07:00-21:00; Ср: 07:00-21:00; Чт: 07:00-21:00; Пт: 07:00-21:00; Сб: 07:00-21:00; Вс: 07:00-21:00 (по предварительной записи),+05:00,4.7,44,87479225715,87081965619,,,,,https://instagram.com/glambeauty_atyrau,,https://wa.me/77479225715,https://wa.me/77081965619,,,,,,47.10461,51.934243,https://2gis.com/firm/70000001084018464,branch
NoMad Barber Atyrau,,Барбершопы,"проспект Азаттык, 51а",1 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,5.0,236,87019608606,,,nomadbarber2018@gmail.com,http://n772128.alteg.io/,,https://instagram.com/nomadbarber_atyrau,,https://wa.me/77019608606,,,,,,,47.098907,51.9232,https://2gis.com/firm/70000001065090661,branch
Zeiin,барбершоп,Барбершопы,"Муса Баймуханова улица, 48",,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.8,156,87082149098 (администратор),,,,,,https://instagram.com/barbershop.zeiin,,https://wa.me/77082149098,,,,,,,47.130041,51.940862,https://2gis.com/firm/70000001090601736,branch
Villa SPA apartments,СПА-комплекс,SPA-процедуры; Бани / Сауны,"проспект Султана Бейбарыса, 481",,,Нурсая м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.6,21,87024446622,,,,,,https://instagram.com/villa_spa_lux,,https://wa.me/77024446622,,,,,,,47.118267,51.842696,https://2gis.com/firm/70000001040844033,branch
Jasmine,салон красоты,Парикмахерские; Визажисты; Ногтевые студии; Эпиляция; Оформление бровей и ресниц,"улица Рысбай Габдиев, 41а",1 этаж,,Нурсая м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (по предварительной записи: пн-вс),+05:00,4.0,56,87017101090,,,,,,https://instagram.com/jasmine_beauty_center,,https://wa.me/77017101090,,,,,,,47.112063,51.858953,https://2gis.com/firm/70000001035241543,branch
Ellbrussova,ногтевая студия,Ногтевые студии; Подолог; Оформление бровей и ресниц; Обучение мастеров для салонов красоты,"проспект Азаттык, 101Б",2 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (по предварительной записи: пн-вс),+05:00,4.9,140,87782151239,,,,http://dikidi.net/755765?p=0.pi,http://ellbrussova.taplink.ws/,https://instagram.com/ellbrussova,,https://wa.me/77782151239,,,,https://t.me/+77782151239,,,47.091626,51.917581,https://2gis.com/firm/70000001063771222,branch
4 seasons,студия красоты,Парикмахерские; Ногтевые студии; Оформление бровей и ресниц; Визажисты; Эпиляция,"Сарыарка микрорайон, 39",,,Сарыарка м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,4.5,16,87078880005,,,,,,https://instagram.com/4seasons_06,,https://wa.me/77078880005,,,,,,,47.108659,51.907361,https://2gis.com/firm/70000001059071186,branch
5th Avenue,салон красоты,Парикмахерские; Ногтевые студии; Эпиляция; Оформление бровей и ресниц; Визажисты; Обучение мастеров для салонов красоты,"проспект Азаттык, 5а",12 офис; 1 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи: вт-вс),+05:00,4.8,224,87016661537,,,,,,https://instagram.com/5th_avenue_atyrau,,https://wa.me/77016661537,,,,,,,47.109841,51.922813,https://2gis.com/firm/70000001035052524,branch
Модерн сити,салон красоты,Парикмахерские; Ногтевые студии; Визажисты; Эпиляция; Оформление бровей и ресниц,"улица Таумуш Жумагалиев, 15 блок Б",,,Нурсая м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (по предварительной записи),+05:00,,,87788958990,,,,,,,,https://wa.me/77788958990,,,,,,,47.110739,51.866064,https://2gis.com/firm/70000001089894803,branch
Шоколад,салон красоты,Парикмахерские; Косметолог; Визажисты; Ногтевые студии; Оформление бровей и ресниц; Эпиляция; Перманентный макияж,"микрорайон Авангард-2, 5",1 этаж,,Авангард-2 м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,3.7,31,"87785654190 (мастер шугаринга,ресниц и бровей)",87021330030 (мастер маникюра и прокола ушей),87010710071 (администратор),,,,https://instagram.com/chocolate__beautysalon,,https://wa.me/77021330030,https://wa.me/77010710071,https://wa.me/77754580686,,,,,47.097381,51.87519,https://2gis.com/firm/70000001035230253,branch
Мейiрiм,медицинский центр,Косметолог; Многопрофильные медицинские центры; Гинеколог; Офтальмолог; Медицинская диагностика; Пластическая хирургия; Частные стоматологии; Перманентный макияж,"улица Каршымбай Ахмедияров, 19д",,,Балыкши м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-13:00,+05:00,3.4,22,87015364186,87757550303 (регистратура),,,,,https://instagram.com/clinica_meirim,,https://wa.me/77757550303,https://wa.me/77015364186,,,,,,47.075696,51.886788,https://2gis.com/firm/70000001035516224,branch
Barbershop 2BRO,барбершоп,Барбершопы; Эпиляция,"проспект Мухтара Ауэзова, 57",1 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,4.8,84,87752672731,,,,,,https://instagram.com/barbershop_2bro,,https://wa.me/77752672731,,,,,,,47.088951,51.908563,https://2gis.com/firm/70000001086706951,branch
Podium,,Парикмахерские; Оформление бровей и ресниц,"проспект Азаттык, 36",1 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи: пн-вс),+05:00,2.9,59,87074896998 (администратор),,,,,,https://instagram.com/lash_studio.podium,,https://wa.me/77074896998,,,,,,,47.100774,51.924197,https://2gis.com/firm/70000001035001106,branch
SULO SPA APARTMENTS,комплекс ,SPA-процедуры; Бани / Сауны; Бассейны; Гостиницы; Караоке-залы; Массажист,"улица Отешкали Атамбаев, 7Б/2",,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-04:00; Вт: 10:00-04:00; Ср: 10:00-04:00; Чт: 10:00-04:00; Пт: 10:00-04:00; Сб: 10:00-04:00; Вс: 10:00-04:00,+05:00,4.8,31,87019083362,,,,,,https://instagram.com/spa_apartments,https://facebook.com/154813783344062,https://wa.me/77019083362,,,,,,,47.087718,51.92204,https://2gis.com/firm/70000001057021620,branch
Zoloto,салон красоты,Парикмахерские; Ногтевые студии; Визажисты; Эпиляция; Оформление бровей и ресниц; Косметолог,"улица Академика Жарбосынова, 71",1 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,3.9,75,87018804202,,,,http://zapis.kz/zoloto-1,,https://instagram.com/zoloto_beautysalon,,https://wa.me/77018804202,,,,,,,47.110203,51.903446,https://2gis.com/firm/70000001035242915,branch
ArtCraft Avangard,барбершоп,Барбершопы,"микрорайон Авангард-3, 38",,,Авангард-3 м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,4.8,35,87021893750,,,,http://zapis.kz/art-craft,,,,https://wa.me/77021893750,,,,https://t.me/+77078927587,,,47.092387,51.883004,https://2gis.com/firm/70000001068108557,branch
FaraBarbers,барбершоп,Барбершопы,"проспект Студенческий, 33",1 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,3.8,44,87004020606,,,,,,https://instagram.com/fara_barbers,,https://wa.me/77004020606,,,,,,,47.104212,51.913545,https://2gis.com/firm/70000001056928485,branch
